Midterm,Final,Project 1,Project 2,Programming Assignment 1,Programming Assignment 2,Programming Assignment 3,Programming Assignment 4,Programming Assignment 5,Programming Assignment 6,Reading Quiz 02,Reading Quiz 03,Reading Quiz 04,Reading Quiz 05,Reading Quiz 06,Reading Quiz 07,Reading Quiz 08,Reading Quiz 09,Reading Quiz 10,Reading Quiz 11,Reading Quiz 12,Reading Quiz 13,Reading Quiz 14,Reading Quiz 15,Reading Quiz 16,Reading Quiz 17,Reading Quiz 18,Reading Quiz 19,Reading Quiz 20,Reading Quiz 21,Reading Quiz 22,Reading Quiz 23,Reading Quiz 24,Reading Quiz 25,Reading Quiz 26,Reading Quiz 27,Preparation,Application,Examination,Total,quarter,year,course,exam_type,min_category,atrisk
0.8666666666666667,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.15384615384616,100.0,94.79166666666667,94.79166666666667,fall,2025,fall2025,inperson,Examination,False
0.9333333333333333,0.8875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,91.04166666666666,91.04166666666666,fall,2025,fall2025,inperson,Examination,False
0.9133333333333333,0.8182499999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.02564102564102,100.0,86.57916666666665,86.57916666666665,fall,2025,fall2025,inperson,Examination,False
0.7333333333333333,0.79375,0.9,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77.6923076923077,88.0,77.86458333333333,77.6923076923077,fall,2025,fall2025,inperson,Preparation,False
0.8,0.80425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9325,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,86.27884615384613,100.0,80.31875,80.31875,fall,2025,fall2025,inperson,Examination,False
0.5933333333333334,0.38375,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,73.46153846153847,90.0,48.85416666666667,48.85416666666667,fall,2025,fall2025,inperson,Examination,True
1.0,0.944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.15384615384616,100.0,97.19999999999999,96.15384615384616,fall,2025,fall2025,inperson,Preparation,False
0.9333333333333333,0.73075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,83.20416666666667,83.20416666666667,fall,2025,fall2025,inperson,Examination,False
0.92,0.8425,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,84.61538461538461,99.0,88.125,84.61538461538461,fall,2025,fall2025,inperson,Preparation,False
0.9266666666666666,0.7545,1.0,1.0,1.0,1.0,0.995,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.15384615384616,89.95,84.05833333333332,84.05833333333332,fall,2025,fall2025,inperson,Examination,False
0.9333333333333333,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,91.66666666666666,91.66666666666666,fall,2025,fall2025,inperson,Examination,False
1.0,0.78325,0.9,0.4,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.36538461538461,81.0,89.1625,81.0,fall,2025,fall2025,inperson,Application,False
0.7466666666666666,0.82575,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.9833333333333334,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,81.98717948717947,99.0,80.59791666666666,80.59791666666666,fall,2025,fall2025,inperson,Examination,False
0.9266666666666666,0.8825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,90.45833333333333,90.45833333333333,fall,2025,fall2025,inperson,Examination,False
1.0,0.96425,1.0,1.0,1.0,1.0,1.0,0.9933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,93.26923076923077,99.93299999999999,98.2125,93.26923076923077,fall,2025,fall2025,inperson,Preparation,False
1.0,0.95,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,98.0,97.5,97.5,fall,2025,fall2025,inperson,Examination,False
0.9333333333333333,0.9417500000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,93.96458333333334,93.96458333333334,fall,2025,fall2025,inperson,Examination,False
0.7666666666666667,0.94575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.15384615384616,100.0,90.09791666666666,90.09791666666666,fall,2025,fall2025,inperson,Examination,False
1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95.38461538461539,100.0,97.5,95.38461538461539,fall,2025,fall2025,inperson,Preparation,False
0.9333333333333333,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,96.45833333333333,96.45833333333333,fall,2025,fall2025,inperson,Examination,False
0.9333333333333333,0.975,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,99.0,96.45833333333333,96.45833333333333,fall,2025,fall2025,inperson,Examination,False
0.6533333333333334,0.8432499999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,79.57708333333333,79.57708333333333,fall,2025,fall2025,inperson,Examination,False
0.92,0.9022500000000001,0.9,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,88.46153846153847,90.0,91.11250000000001,88.46153846153847,fall,2025,fall2025,inperson,Preparation,False
1.0,0.89725,0.95,1.0,1.0,1.0,0.0,1.0,1.0,0.9,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,69.23076923076923,88.0,94.8625,69.23076923076923,fall,2025,fall2025,inperson,Preparation,True
0.8,0.6665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.15384615384616,100.0,73.32499999999999,73.32499999999999,fall,2025,fall2025,inperson,Examination,False
0.7200000000000001,0.7849999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.38461538461539,100.0,76.875,76.875,fall,2025,fall2025,inperson,Examination,False
1.0,0.9957499999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,99.7875,99.7875,fall,2025,fall2025,inperson,Examination,False
0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.15384615384616,100.0,98.33333333333333,96.15384615384616,fall,2025,fall2025,inperson,Preparation,False
1.0,0.9475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,97.375,97.375,fall,2025,fall2025,inperson,Examination,False
1.0,0.974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,98.69999999999999,98.69999999999999,fall,2025,fall2025,inperson,Examination,False
1.0,0.9199999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,96.0,96.0,fall,2025,fall2025,inperson,Examination,False
0.5,0.445,0.82,1.0,1.0,1.0,0.985,0.925,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.8625,1.0,0.9166666666666666,1.0,0.835,1.0,1.0,0.75,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,81.68910256410255,92.5,47.25,47.25,fall,2025,fall2025,inperson,Examination,True
1.0,0.85825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.15384615384616,100.0,92.9125,92.9125,fall,2025,fall2025,inperson,Examination,False
1.0,0.9480000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,97.4,97.4,fall,2025,fall2025,inperson,Examination,False
1.0,0.9475,0.9,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,95.5,97.375,95.5,fall,2025,fall2025,inperson,Application,False
0.9333333333333333,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,96.15384615384616,100.0,96.45833333333333,96.15384615384616,fall,2025,fall2025,inperson,Preparation,False
0.8666666666666667,0.6875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95.38461538461539,90.0,77.70833333333334,77.70833333333334,fall,2025,fall2025,inperson,Examination,False
0.8133333333333332,0.65125,1.0,1.0,1.0,0.85,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,0.9333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,86.6025641025641,91.0,73.22916666666666,73.22916666666666,fall,2025,fall2025,inperson,Examination,False
1.0,0.714,0.9,0.7,1.0,1.0,1.0,0.9682999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6,1.0,1.0,0.84,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,82.46153846153847,91.68299999999999,85.69999999999999,82.46153846153847,fall,2025,fall2025,inperson,Preparation,False
1.0,0.93925,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.15384615384616,99.0,96.9625,96.15384615384616,fall,2025,fall2025,inperson,Preparation,False
1.0,0.8957499999999999,1.0,1.0,0.0,1.0,1.0,0.9367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,89.42307692307692,89.367,94.7875,89.367,fall,2025,fall2025,inperson,Application,False
0.6133333333333333,0.655,0.82,0.85,0.25,1.0,1.0,1.0,1.0,0.95,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,57.69230769230769,85.4,64.45833333333333,57.69230769230769,fall,2025,fall2025,inperson,Preparation,True
0.9933333333333334,0.8275,0.95,1.0,1.0,1.0,0.1,0.9967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.9775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,95.42628205128204,89.967,91.04166666666667,89.967,fall,2025,fall2025,inperson,Application,False
0.7799999999999999,0.95,1.0,1.0,1.0,1.0,1.0,0.9567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88,1.0,1.0,1.0,1.0,1.0,99.53846153846153,99.567,90.75,90.75,fall,2025,fall2025,inperson,Examination,False
1.0,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,98.75,98.75,fall,2025,fall2025,inperson,Examination,False
1.0,0.92075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,93.26923076923077,100.0,96.0375,93.26923076923077,fall,2025,fall2025,inperson,Preparation,False
0.9266666666666666,0.944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,92.3076923076923,100.0,93.96666666666667,92.3076923076923,fall,2025,fall2025,inperson,Preparation,False
0.8666666666666667,0.5894999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.915,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.13461538461539,100.0,72.80833333333334,72.80833333333334,fall,2025,fall2025,inperson,Examination,False
0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,98.33333333333333,98.33333333333333,fall,2025,fall2025,inperson,Examination,False
0.9266666666666666,0.8402499999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,88.34583333333333,88.34583333333333,fall,2025,fall2025,inperson,Examination,False
1.0,0.925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,92.3076923076923,100.0,96.25,92.3076923076923,fall,2025,fall2025,inperson,Preparation,False
0.9066666666666666,0.8695,0.95,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,53.84615384615385,79.0,88.80833333333334,53.84615384615385,fall,2025,fall2025,inperson,Preparation,True
1.0,0.9257500000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.15384615384616,100.0,96.2875,96.15384615384616,fall,2025,fall2025,inperson,Preparation,False
1.0,0.925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,96.15384615384616,100.0,96.25,96.15384615384616,fall,2025,fall2025,inperson,Preparation,False
1.0,0.95,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.0225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95.59935897435898,98.0,97.5,95.59935897435898,fall,2025,fall2025,inperson,Preparation,False
0.8666666666666667,0.73675,0.95,1.0,1.0,1.0,1.0,0.9833,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.07692307692308,98.833,80.17083333333333,80.17083333333333,fall,2025,fall2025,inperson,Examination,False
0.7,0.649,0.95,1.0,1.0,0.2,0.75,0.17329999999999998,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,83.07692307692308,80.233,67.45,67.45,fall,2025,fall2025,inperson,Examination,True
1.0,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,98.75,98.75,fall,2025,fall2025,inperson,Examination,False
